1,1,0.316,0.635,0.848,1,0.374,0.674,0.876,1,-0.228013429,-0.428525073,-0.577350269,-0.656538502,8.09,7.661,0.120614758
1,1,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,
