0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4415,-0.054898,1.444,2.4,1.221,0.013519,0.4357,0.070587,-1.781,-1.318,1.689,1.804,-1.476,-1.705,1.881,2.111,-2.16,-3.444,0.034451,1.689,0.5848
-1.563,-0.7021,-0.1871,0.4349,2.496,2.832,-0.5001,-2.485,0.075661,1.742,-1.007,-2.354,1.208,3.308,-0.059351,-3.046,-1.651,0.050577,0.5363,3.764,7.235
-0.9082,-2.338,-1.458,1.66,1.627,-0.1826,1.02,2.484,-0.3728,-3.383,-1.194,2.249,1.646,-0.4177,-0.8468,-1.7,-2.327,1.2,4.992,1.098,-4.499
-5.646,-1.341,0.8649,-2.09,-1.653,2.889,3.592,-0.1186,-1.658,-0.2845,0.2075,0.2549,0.8342,-0.7999,-3.447,-1.202,3.99,3.102,-3.138,-4.783,-2.412
0.5847,-4.552,-6.435,-0.3973,2.985,0.4002,-0.7483,1.316,1.659,0.5406,0.8674,-0.1161,-3.739,-3.78,1.761,4.571,0.6053,-2.891,-1.667,-0.7857,-1.821
-0.1979,1.631,0.3738,-3.629,-2.784,1.267,1.356,-0.1206,2.625,4.674,-0.3725,-5.97,-3.55,2.107,2.62,0.079436,-0.4753,-0.722,-1.951,-0.7524,1.5
-5.94,-3.822,0.5793,1.49,-3.38,-5.754,0.6945,7.385,4.307,-2.767,-3.279,0.3891,0.6043,-1.101,-0.3613,0.412,-0.8206,-0.6277,0.7468,-1.805,-5.368
-1.434,-2.09,-4.011,-4.334,-0.9508,2.069,0.9806,-0.5733,0.9321,1.878,-0.2038,-0.9666,1.05,0.5665,-2.812,-2.444,1.519,1.259,-2.852,-2.372,0.857
-2.582,-5.101,-6.698,-3.817,0.5422,2.722,1.456,-1.983,-3.227,0.7909,5.225,2.961,-2.882,-3.187,0.9786,0.6444,-3.471,-2.543,1.923,0.2589,-4.152
2.031,0.2421,-2.151,-2.268,-0.8518,-0.549,-1.273,-0.592,1.016,0.8352,0.0027508,1.663,3.317,0.1844,-4.447,-3.31,1.254,0.4536,-5.12,-6.882,-5.118
1.966,4.532,5.779,1.256,-4.78,-5.592,-1.17,2.23,1.406,-0.2126,0.5178,1.748,1.24,0.2504,-0.05473,-1.162,-3.521,-4.738,-3.656,-2.182,-1.768
-10.75,-4.764,2.834,3.489,-0.7572,-4.191,-4.305,-1.73,1.76,3.472,1.71,-1.131,-0.7846,2.434,3.117,-1.527,-7,-7.182,-1.907,3.918,6.264
-6.533,-10.18,-9.729,-0.8308,5.447,1.583,-5.092,-4.898,0.2297,2.583,1.334,1.135,2.526,1.763,-1.665,-4.099,-3.767,-2.478,-1.452,-0.06768,0.9792
-2.3,-3.125,-6.242,-8.278,-3.966,3.933,5.71,-1.305,-7.509,-4.183,4.424,7.683,2.864,-3.205,-4.605,-2.608,-1.22,-0.9496,0.7443,4.632,7.226
-2.025,-2.447,-4.219,-6.34,-5.84,-1.568,2.917,2.916,-1.002,-3.28,-0.8028,3.117,3.577,0.061115,-3.98,-5.103,-2.141,3.202,7.064,6.991,5.603
2.844,-0.6382,-3.745,-2.863,-2.84,-5.601,-5.204,1.615,7.488,4.368,-3.566,-5.632,-0.5704,2.58,-0.6728,-3.831,-0.419,5.965,7.005,1.075,-3.7
7.044,7.748,4.876,-2.501,-7.708,-6.441,-2.108,0.8667,2.896,4.812,3.411,-3.057,-8.865,-6.692,2.03,8.281,6.654,0.6577,-3.379,-3.501,-2.542
1.202,3.475,4.812,1.315,-4.04,-6.146,-3.903,-0.2491,2.322,3.384,2.223,-2.216,-7.421,-7.107,1.139,10.01,9.466,-0.085168,-6.928,-3.256,2.271
3.237,-0.1264,-1.84,1.687,3.341,-1.156,-5.601,-3.396,1.753,1.851,-2.942,-5.09,-1.362,3.033,2.868,0.080126,-0.014647,3.628,7.099,7.383,6.379
0.7996,2.223,2.131,-0.2844,-0.2699,2.884,3.384,-1.691,-7.242,-7.611,-3.553,1.224,4.773,5.12,0.3693,-5.24,-2.679,8.166,13.46,3.767,-6.385
-1.705,-0.9344,0.6308,1.986,2.968,3.975,3.608,-1.22,-9.462,-12.84,-5.021,6.945,9.065,0.049915,-5.631,0.7281,8.564,5.138,-4.157,-5.989,-2.805
-2.614,-3.314,-1.685,3.731,8.26,6.419,-1.354,-8.338,-8.455,-3.243,0.030587,-1.746,-2.954,1.944,8.651,8.301,0.5068,-6.007,-5.351,-0.4398,2.414
4.658,3.594,3.418,5.533,6.246,1.72,-4.953,-6.255,-1.496,0.6911,-4.586,-9.302,-3.642,8.327,13.01,5.645,-4.31,-6.724,-2.33,1.94,3.048
-2.129,5.135,12.63,8.24,-2.889,-7.115,-0.7024,5.155,0.4769,-8.971,-10.26,-1.853,5.581,5.27,1.895,1.607,2.797,0.821,-3.783,-6.862,-7.354
-2.858,0.0064605,2.517,1.24,-0.2269,0.8351,1.623,-1.063,-5.186,-6.023,-2.506,1.497,2.085,0.040999,-0.5185,1.917,3.866,2.062,-1.367,-2.282,-1.442
0.3763,-7.535,-13.41,-5.01,7.567,8.831,-1.54,-9.76,-6.512,2.2,4.703,-0.5638,-4.566,-1.864,2.189,1.569,-0.4395,1.846,5.42,3.819,0.5238
5.699,1.297,-4.495,-5.144,-1.898,0.5116,0.2471,-0.9324,-1.401,-1.031,0.1321,1.332,0.3729,-3.012,-4.628,-1.091,4.102,5.069,2.354,1.073,1.71
-3.914,4.982,10.66,0.0258,-13.13,-11.57,1.371,8.758,4.172,-2.702,-2.923,0.4084,0.4079,-2.692,-3.894,-1.521,1.829,3.685,3.568,2.193,1.215
-5.227,-5.025,-2.655,0.018778,-2.045,-7.614,-8.094,0.3388,9.307,8.387,-0.9189,-7.449,-5.161,0.4296,1.541,-1.467,-2.438,0.7583,3.488,1.818,-0.6671
-2.772,-7.978,-12.13,-7.179,0.5613,1.352,-3.869,-5.223,1.378,8.079,6.191,-2.104,-7.484,-5.428,0.052401,2.807,0.8918,-2.88,-4.324,-2.111,0.088568
3.234,0.6917,-5.606,-10.77,-8.565,0.262,6.095,2.23,-4.728,-3.537,4.656,7.434,-0.043432,-7.7,-5.944,0.7935,2.214,-2.747,-6.19,-3.558,-0.2578
0.9273,1.166,-0.8232,-5.211,-7.579,-4.73,1.183,4.788,2.661,-2.774,-4.551,0.7947,6.992,4.805,-4.785,-10.68,-6.557,1.033,2.121,-4.273,-9.218
1.423,-0.2226,-0.6596,0.703,-0.9274,-5.235,-5.543,0.062677,4.556,2.346,-2.498,-2.52,2.543,5.546,1.225,-7.022,-10.82,-6.789,-0.5369,1.234,0.062624
-2.536,1.058,3.871,1.792,-0.6121,-1.092,-2.831,-5.579,-3.752,3.135,6.947,2.685,-3.412,-3.231,1.238,1.558,-4.741,-11.43,-12.26,-7.877,-4.623
-0.2832,-1.061,0.3679,4.081,4.547,-0.1597,-5.063,-5.699,-3.023,0.5957,4.197,5.392,1.445,-4.32,-4.541,0.2127,-0.2251,-9.485,-15.66,-8.378,0.34
-4.185,-1.683,1.946,3.345,2.582,0.6544,-1.876,-3.669,-3.049,-0.6796,0.9284,1.465,2.749,3.48,-0.6891,-8.742,-11.9,-5.201,3.766,5.169,2.482
-0.3512,-0.019811,0.4222,0.6166,0.7608,1.048,1.25,0.6033,-1.586,-4.184,-3.804,1.238,6.471,4.564,-4.921,-12.55,-9.389,1.501,8.153,4.515,-0.5964
5.253,2.46,-1.313,-2.205,-0.4458,2.316,4.019,2.228,-2.559,-5.008,-1.357,3.575,1.927,-5.096,-7.929,-2.785,2.613,1.103,-3.272,-2.98,-0.4542
2.397,2.451,0.5831,-1.787,-0.4888,2.955,2.724,-0.7969,-0.8887,3.234,3.417,-4.088,-10.84,-7.88,1.16,5.665,2.387,-2.675,-4.268,-3.132,-2.249
7.425,3.644,1.169,3.347,2.871,-2.491,-4.228,2.586,9.471,6.176,-4.673,-11.79,-9.78,-3.008,2.317,3.843,2.144,-0.6861,-1.414,1.392,3.952
-6.265,2.443,10.28,4.999,-4.097,-4.418,2.95,8.041,5.761,-0.8279,-6.486,-8.232,-6.068,-2.527,-0.4658,0.017627,1.24,4.089,6.454,6.426,5.544
1.732,-0.5953,-2.158,0.080043,3.284,5.022,5.267,3.38,-0.932,-4.566,-4.353,-2.28,-2.573,-5.018,-5.555,-2.092,3.67,8.642,10.26,8.158,6.033
-0.371,-4.709,-8.467,-3.024,8.213,13.31,6.586,-3.724,-6.905,-3.223,-0.1595,-0.9363,-3.47,-5.765,-6.063,-1.975,5.378,10.34,9.471,5.504,3.315
0.7675,-0.5797,-0.631,2.324,5.47,6.601,5.114,0.6598,-4.427,-5.408,-2.24,-0.9591,-3.98,-5.888,-2.739,2.125,4.982,6.215,5.345,0.6863,-3.231
