1,1,1,2.337,2.327,0.034053801
1,1,1,7.091,7.026,0.299565729
1,1,1,11.561,11.552,0.794730727
1,1,1,15.635,15.458,1.45267402
1,1,1,19.418,19.426,2.184536719
1,1,1,22.469,22.232,2.891476712
1,1,1,24.583,24.578,3.478017834
1,1,1,26.208,25.951,3.864944459
